comment,class
foi a coisa mais ridicula que vi um youtuber fazer tantos sonham com essa placa ela nao e simplesmente algo para voce colocar na parede voce deveria se orgulhar de receber essa placa pelo seu trabalho deveria dedicar ela aos seus inscritos que e por eles que voce esta conquistando as coisas atitude mais imbecil que voce teve,1.0
vai se fode racista,1.0
vergonha nacional e pior e quem segue ela,1.0
com duas musicas no top 15 brasil do spotify a loira e lenda,0.0
coitada ela realmente acha na cabeca dela que tem o direito de falar essas barbaridades partindo do pressuposto que toda sociedade e hipocrita na cabeca dela ela esta trazendo reflexao questionamento e tal so que nao bem isso e o que me pareceu antes de aceitar o amargor das pessoas eu tento encontrar uma explicacao para nao encarar de cara que e pura maldade mas ai ela foi covarde atacando criancas lindas e inocentes dai acho que ela e mesmo loca,0.0
nojeira total principalmente pela letra da musica nada em absoluto presta imagino o orgulho dos pais em assistir e ouvir esta nojeira que chamam de musica,1.0
q nojenta,1.0
ela so ta dancando em cima dos morango aff que povo chato,0.0
pqp morri,0.0
o pior de tudo que esse monte de merda ai acha que vai ficar famosa depois de tudo o que fez s q nela vai ser condenada por racismo no brasil cacada pela interpol la onde ela estiver e vir pra ca extraditada para cumprir a sua devida divida com a justica brasileira,0.0
se ela nao tivesse feito aquilo com a menina eu nao ia entrar na live dela so pra chamar ela de feia,0.0
125x vira mo funkao,0.0
muito bom mais precisava de tudo isso cade o cara do momento q mete e joga dentro,0.0
essa vaca nao era canadense,1.0
merda quem ta falando aq e vc,1.0
muito bom amei,0.0
achei essa musica mto pesada pra crianca pois parece a primeira mais na verdade 3ssa cama com sangue seria estr6po coletiv8 pois w musica fla isso,0.0
que nojo,1.0
te amo,0.0
arte,0.0
gostei desse video,0.0
molher nogenta,1.0
e a humildade fera q isso man,0.0
apreciando o tanto de deslike,0.0
6 milhoes em um dia manoooesse cara e fodaaaa,0.0
achei que era algum trailer,0.0
o melhor eh silenciar,0.0
miga sua loka,0.0
essa mulher ainda vai acabar se matando um dia,1.0
essa musica musica mais feia do clima dessa musica,0.0
e isso ai meu povo dai pra pior hummm a globo vai ama isso,1.0
eu errei eu odeio essa mulher,1.0
vix riquinha e assim mesmo,0.0
que merda viu,1.0
parece a visao do inferno,0.0
e mesmo ne esqueleto do himem,0.0
se alguem ta com do precisa nao porque agora quero de 1 milhao d nossa era seu fa ate faz isso mano que idiotisse,1.0
racista comigo cara ela e um genio a nova que nojinho dessa coisa,1.0
amei tudoo,0.0
escutando kpop doi menos meus ouvidos e eu consigo entender melhor ate,0.0
que baitolise,1.0
e a porra de um botao o que voce quer que tenha dentro,1.0
eu te apoio totalmente nessa de rumo a boraaaaaa partiu e esses caras que ficam criticando merecem um vao si fuder juntos conseguimos,1.0
imagina a decepcao assistindo esse clipe e lembrando que gastou mais de 100 mil so em flores,0.0
vc nao valoriza seu inscritos,0.0
lixo,1.0
credo pombagira pura,0.0
me apaixonei,0.0
pra que corta porque nao deram pra mim,0.0
mano meu sonho isso e ele distruiu o dele,0.0
e vc com esse nariz ridiculo ate um cachorro e mais bonito que tu troxa,1.0
e so isso achei que era algo surreal mas o povo exagera,0.0
to com medo dela,0.0
nao sei pq o hate adorei a musica melhor parte foi quando acabou,0.0
da tempo de entrega o brasil aos indios e perdi desculpas,0.0
fica de 4 so mas uma vez como quiser pode ficar de 3whats,0.0
mais um episodio de videos com mais deslike do youtube,0.0
ela parece o com nariz,0.0
a mais odiada do mundo tenho pena de vc volta pra sp pra tu ve sua horrivel vc e ridicula nem o capeta te quer boca de morsa,1.0
ridicula,1.0
ai o youtube ve e nao da mais a placa de,0.0
isso me meteu nojo e tristeza,1.0
300 mil zinhos p 1 milhao,0.0
vc tem a placa e fais isu e varios querendo porra velho isu e atitude muito imbecil,1.0
xinga os japones mas n consegue fazer melhor que eles e e 1m de vezes mais feia que eles nao teria animes se o brasil fizesse racismo com o japones mendigo socialite parece o capeta em forma humana,1.0
tive que ver quando ate o satanista nao aprovou horrendo para,1.0
meu deus serio isso vc destruiu uma coisa que varias pessoas lutam e fazem de tudo para conseguir algo que e o sonho de muita gente por motivos de quero mais que isso desculpa dizer a minha opiniao mais isso foi ridiculo foi como se vc tivesse desprezando essa conquista e assim desprezando os seu primeiros 100 mil inscritos os quais vc deveria ser eternamente grato concordo totalmente que atitude imbecil,1.0
vim olhar por curiosidade mas detestei esse musica que e horrivel o clipe pior ainda,1.0
rindo ate 2040,0.0
triste ver uma carreira tao bonita se rebaixar tanto muito apelativo perdeu uma fa,0.0
pouco criativo e muito apelativo,0.0
isso e uma socialite isto e uma desocupada vulgar o problema dela e a feiura interior tao feia que causa repulsa aos olhos e aos ouvidos status de socialite e porque tem dinheiro por que e sustentada por alguem isso e um demonio escrachado sobre atacar criancas como a rafaela e a titi judicialmente ela se protege por ter outra cidadania o que evidencia sua covardia quanto a beleza exterior com a qual ela tanto se preocupa e desforme e nao ha procedimento cirurgico que resolva paz e amaivos uns aos outros como a ti mesmo e transparente como agua esta criatura nao se ama,1.0
lulu sua linda,0.0
se tem demencia acha q com uma atitude dessa vai pegar o de 1 milhao falta de consideracao com seus inscritos e falta de respeito com aqueles q te ajudaram a conquistar esse botao apaga q ainda da tempo,1.0
gente ela acha mesmo que pra ser bonita precisa ter cabelo liso nariz fino olhos claros e cabelos claros filha ce tem demencia,1.0
esse foi a pior musica que ja escutei mds parece que foi feito de qualquer jeito e tambem para maiores de 18 anos mds alcancei em 1 dia mas do que meus inscritos do meu canal de 1 ano em 1 dia meu comentario ta melhor q meu canal,0.0
prefiro dona aranha,0.0
fala a verdade mas paga o preco,0.0
amei esse beijo,0.0
estudos aponta que 80 da galera esta aqui so para da deslike e 20 que sao retardados e o youtube avanca e quer disputar com xvideo,1.0
o whats inside,0.0
pq em vez de estragar n deu pra mim e tao bonita essa placa,0.0
ele nao e gay nome da personagem q ele fazia antigamente pra brincar no carnaval vcx homens podem sim se vestir de mulher pra brincar zuar q ta td bem so pq ele fez o clipe com essa personagem e beijou um homem o povo ja ta cheio de mimim com o trabalho nao sou contra nem a favor apenas respeito,0.0
a letra da musica nao empodera a mulher pelo menos nao a mim mas sim da a impressao de que nos somos objetos o corpo e dela e tem a liberdade de fazer oque quer com ele mas nao foi assim que conhecemos nao desse jeito a letra em si com o video foi tao ruim q passou em deslikes nao e machismo e sim a expressao dos atos que a tal liberdade e empoderamento esta sendo formada,0.0
v de vamos aumentar as views gracas aos haters obrigada,0.0
a vontade de rir e grande mas a de chora e maior,0.0
mds que imbecil se chegar a ne,1.0
e nos,0.0
os cara fica falando mau do aff a placa e dele ele faz oq ele quiser parabens c foi o primeiro youtuber que eu vejo fazendo isso top lek rumo e,0.0
que msc bosta mano,1.0
tio que mina otaria,1.0
pessoa sem dignidade alguma,0.0
lixo,1.0
q p o r r a pensei q esse mano pegava todas e comia todas mas pelo jeito ele pega em todas as rolas e come todas as linguica,1.0
achei tudo,0.0
mazuquieissu,0.0
ridiculo,1.0
voce nao merecia ganhar o premio zuei vlw flw voce merece ser punido pelo youtube,1.0
gente meu deus nunca pensei que ele ia beijar um homem n tenho nd contra mais ele me surpreendeu viu nossa n gostei mais n tenho nd contra,0.0
eis a pessoa q dinheiro de qualquer jeito,0.0
ficou top,0.0
ja n sou subscrito no depois disso n,0.0
eu amo essa musica e essa apresentacao,0.0
ridiculo,1.0
faz um clip nesse estilo e depois quer alguem pra amala e respeitala vc ta de brincadeira,0.0
prefiro nem comentar,0.0
lindaaaaaaaa,0.0
tanta gente querendo ter uma dessa e voce simplesmente destroi pqp que imbecil,1.0
vai ser dificil vc fica bonita praga,1.0
mindingo sua otaria,1.0
vergonha alheia vergonha de ser brasileira,1.0
eu gostava hoje virei fa,0.0
e estranho mas engracado,0.0
biscate,1.0
oq importa e que ja comeu ela so isso importa,1.0
a musica fala sobre flores mas num vi flor nenhuma no clipe,0.0
e uma ridicula cara de maracuja,1.0
nein eu tenho coragem de fazer isso eu ate sonho com uma placa de 30 inscritos,0.0
que bosta,1.0
voce e doido,0.0
g de ganhamos mais um hit,0.0
quem nao gostou morre que passa,1.0
o unico defeito dessa musica e que ela acaba,0.0
nunca deixe que o dinheiro compre sua postura,0.0
parece a representacao de tudo que nao presta numa pessoa so,1.0
mais mindinga q ela nao existe quero ver o troxa q quer ela ela famosa ate parece so fala q vai pra los angeles mais mora na caixa de papelao,1.0
que atitude imbecil ganhar esta placa e um sonho de muitos e ainda ce fala que e pouco toma no cu viu,1.0
que otario se tu nao quer da pra mim carai meu sonho sendo cortado,1.0
mano era um desses 100k agora1 inscrito que te apoio de la ate aqui ate hoje para terminar em que,0.0
faz uma nova,0.0
q escoria e essa o pior q tem um publico debiloide consumindo isso,1.0
vc falando que alguem e feia vc e horrivel,1.0
resumo da cultura brasileira em um video,0.0
parece q ela ta menstruada,0.0
que merda,1.0
nao entendir porque ele se vestiu assim e ainda beijou outro homem afff nada ve essa musica com esse clipe que porcaria,1.0
ela disse que tem trans mais bonitas que ela amemuma verdade saiu dessa boca de merda qualquer um e mas bonito que essa praga meu pal e mais bonito que essa praga,1.0
a minha mae quase me mata so de assistir,0.0
adoro essa mulher e das minhas onde chega causa tenho que conhecer essa mulher adoroooo,0.0
acaba logo mundo,0.0
que pena,0.0
que baixaria,1.0
manooooo tu e demais mano,0.0
nojenta,1.0
gente mas a musica e boa tive que vir pra conferir,0.0
vei porque o mundo e assim porque as coisas tem que ser assim isso e o mal puro vei queria ter o poder de acabar com a maldade desse mundo cara serio eu sinto pena dela o brasil inteiro odeia ela xinga ela insulta ela e tudo isso e culpa dela cara tudo culpa da babaquice retardada e doente dela vcs me entendem,1.0
mds,0.0
saudade da epoca cheguei no pistao,0.0
nao,0.0
q musica mais sem graca,0.0
vc ja e famosa po vc se vendia pra qualquer um por qualquer mixaria se vc ja e um mostro repois das plasticas imagina antes de fazelas sera que tu lembra de quantos pau entrou e dai,1.0
entrei pa da dislaike,0.0
engracado e ver um povo reclamar do beijo e dizer ate que esta incentivando outras pessoas a fazer tal coisa mas e quando o funk tem letra machista misogina e ate mesmo homofobica ai pode ne santa hipocrisia,0.0
parece que ficou um dia com um grampo de roupa no nariz,0.0
se tivence nessa live eu ia falar vouta pro inferno de onde tu veo satanas,1.0
vc e felix e fera 1000000,0.0
no final ela falou so verdades morri,0.0
eis que voce e mc e comeca jogar lol,0.0
nao sabia que ele era bi,0.0
clipe estranho e bizarro,0.0
que as criancas nao veja issu,0.0
verdade,0.0
haters entendam que a musica ta perfeita,0.0
amei o clipe muita gente esta aqui para xingar vcs mais eu nao amo vcs,0.0
claramente esse videoclipe e mencao a se entendermos o clipe como aborto principalmente ja que dentre outros aspectos esta ligada a mortalidade infantil a revolta e a rebeliao,0.0
no mais funk,0.0
vc e ridiculo essa atitude foi estupida e desnecessaria,1.0
pelo menos ela e realista diferente de muita pessoas falsas,0.0
caramba que clipe perfeito,0.0
cara se eu ganhasse uma placa dela iria fazer de tudo pra cuidar dela pois eu iria falar batalhei pra ter aquela placa ali e tenho certeza que varias pessoas iriam fazer o mesmo,0.0
sla esse video clipe me passou uma vibe de estrp0 mas gostei muito,0.0
bicho parece um pe grande do cabelao,0.0
deve ter ficado com um cheiro de tomate azedo,0.0
amei,0.0
e ainda chama de amores,0.0
essa musica ta maravilhosa tantos comentarios idiotas,0.0
gente parece que ela nao se olha nao se no espelho a mulher mais feia e affs que racismo,1.0
galera da dislike tbm ajuda o ideal e nao fazer nada e rir com os comentarios ja feitos,0.0
213 isso se chama apelacao a musica e boa nao precisa disso,0.0
vao estudar e garantir o futuro de vcs o futuro dos globais ja esta garantido enquanto vcs estao ai cheios de contas pra pagar sem casa propria e ainda pegando busao,0.0
abri o video da kondzilla aqui rapaziada fui beitado ao vivo,0.0
era melhor ter ido ver o filme do pele,0.0
musica de boate prive ou famoso cabare mesmo q apelacao isso nao e musica q letra e esta tente escutar siase nao sabem ingles ponham pra traduzir sao musicas da alma poesias sem vulgaridadee apelacao,1.0
eu aqui lutando pelos 100 inscritos e ele faz isso,0.0
353 querida eu vi o cao chupando manga deste o comeco desse video,0.0
eu era parte dos 100 mil mais vc cortou essa alianca entao os do mesmo geito que vc cortou a placa de 100 mil eu vou corta minha inscricao 1 sub seu loco,0.0
pq ela n mora no inferno,0.0
ki merda hein,1.0
mano vejo essas pessoas criticando galera voces pararam para pensar que se muitos querem a placa de 100 mil tem que lutar pra isso acontecer meu ele fez isso e esta com 700 mil e 2 para os mal interpretadores ele disse que so fez isso pois nao queria ficar preso somente a uma placa de 100 mil inscritos e que o objetivo dele agora e 1 milhao agora vem um monte de gente criticando ele pq ele fez isso com a placa mano quer uma faca seus videos divulgue nao fique nessa mesmice de ficar aqui so criticando falando se nao quer da pra min se ele nao quer ele faz oque ele quizer se ele quizer jogar fora ele joga o importante pra ele e os proprios objetivos e nao a critica de alguem que se quer tem a capacidade de entender oque ele disse ali entendeu pqp,0.0
r de razao da minha felicidade,0.0
te amo,0.0
senhoras e senhores esse e o circo dos horrores,1.0
q bosta,1.0
quem diria em ladrao,1.0
k de ke tudooo,0.0
nojooooooo,1.0
gente vamo denunciar o video conteudo sexual,0.0
campo de morango,0.0
eu so vendo as pessoas xingando ela,0.0
final foi cinistro porque parece sangue,0.0
como pode uma musica horrorosa dessas ser cantada pela mesma pessoa que lindamente canta chico e penhasco,1.0
amigoo que se tem na cabeca meu senhor que horrivel,0.0
miga sua loca,0.0
z de zente esse clipe ta perfeito,0.0
vai levar istraiki dessi geito ohm,0.0
racista do caralho mutante xavier esta te procurando mutante,1.0
n de nada vi algo igual,0.0
